0.022825 3.075763 54.872999 3.075763 54.872999
0.043776 2.734193 46.235116 5.809956 101.108116
0.064429 15.495393 10.946440 21.305349 112.054556
0.085204 15.353252 11.089048 36.658602 123.143604
0.105934 14.964939 9.676044 51.623541 132.819648
0.126813 13.537854 9.547239 65.161395 142.366887
0.147789 5.760663 12.239782 70.922058 154.606669
0.168433 5.592165 11.968846 76.514223 166.575516
0.189309 5.641892 11.925752 82.156115 178.501268
0.210311 5.775741 11.913792 87.931856 190.415060
0.231053 5.626423 11.849207 93.558279 202.264267
0.251835 5.676255 11.872089 99.234535 214.136356
0.272544 5.721046 11.726863 104.955581 225.863220
0.293423 5.713199 11.927523 110.668780 237.790742
0.314486 5.845120 12.122054 116.513899 249.912796
0.335421 4.864933 12.038039 121.378832 261.950835
0.356179 4.961293 11.801247 126.340125 273.752082
0.378310 5.184393 12.587520 131.524518 286.339602
0.400308 5.100925 12.588712 136.625443 298.928314
0.422050 5.082317 12.512840 141.707760 311.441154
0.443928 5.133283 12.416160 146.841043 323.857314
0.465803 5.091595 12.518446 151.932638 336.375760
0.487709 5.090539 12.289598 157.023176 348.665358
0.510423 5.400451 12.919074 162.423628 361.584432
0.534003 5.479532 13.482197 167.903159 375.066629
0.556480 5.265433 12.778663 173.168592 387.845292
0.578485 5.143789 12.565162 178.312381 400.410454
0.601659 5.312813 13.267562 183.625194 413.678017
0.624414 5.387445 12.839996 189.012639 426.518013
0.646886 5.252968 13.028499 194.265607 439.546512
0.668990 5.178026 12.511272 199.443633 452.057783
0.691278 5.237860 10.197122 204.681492 462.254905
0.713329 5.126981 10.193332 209.808473 472.448236
0.735347 6.013838 10.095553 215.822311 482.543790
0.757339 6.281648 10.155112 222.103959 492.698902
0.779386 6.118241 10.197080 228.222200 502.895982
0.801710 6.264888 10.208011 234.487087 513.103994
0.823769 6.162911 10.197079 240.649998 523.301072
0.845839 6.124593 10.207666 246.774591 533.508739
0.868649 6.329963 10.344655 253.104554 543.853393
0.891167 5.443931 10.398088 258.548485 554.251482
0.913223 5.152959 9.986108 263.701444 564.237590
0.935209 6.142528 9.905011 269.843972 574.142601
0.957222 6.073073 9.988800 275.917046 584.131401
0.979263 6.108255 9.995839 282.025301 594.127241
1.001934 6.291390 10.457325 288.316691 604.584566
1.024766 6.236223 13.037572 294.552914 617.622138
1.047934 6.339496 12.985989 300.892410 630.608127
1.070501 5.455747 12.778987 306.348157 643.387114
1.093256 6.129790 12.879684 312.477947 656.266798
1.116066 6.273002 13.025047 318.750949 669.291846
1.138632 6.183229 12.761386 324.934178 682.053232
1.161122 6.252418 12.926550 331.186596 694.979782
1.183356 6.142320 12.723788 337.328916 707.703569
